-688.0,734.0
-882.0,997.0
-520.0,560.0
-587.0,662.0
-661.0,729.0
-1004.0,1144.0
-1491.0,1714.0
-916.0,1071.0
-952.0,1150.0
-474.0,518.0
-560.0,634.0
-665.0,732.0
-611.0,641.0
-509.0,566.0
-520.0,559.0
-588.0,652.0
-1058.0,1187.0
-593.0,669.0
-606.0,678.0
-983.0,1102.0
-1174.0,1261.0
-564.0,627.0
-1243.0,1360.0
-843.0,983.0
-646.0,699.0
-768.0,856.0
-1086.0,1321.0
-833.0,1013.0
-815.0,936.0
-1021.0,1238.0
-715.0,797.0
-968.0,1122.0
-554.0,615.0
-852.0,972.0
-698.0,788.0
-808.0,910.0
-906.0,999.0
-786.0,856.0
-704.0,798.0
-710.0,814.0
-518.0,579.0
-794.0,883.0
-665.0,743.0
-673.0,755.0
-914.0,1076.0
-762.0,850.0
-983.0,1073.0
-677.0,762.0
-730.0,800.0
-1026.0,1203.0
-847.0,967.0
-825.0,928.0
-445.0,463.0
-524.0,573.0
-1172.0,1352.0
-547.0,600.0
-650.0,708.0
-800.0,911.0
-621.0,679.0
-586.0,646.0
-668.0,765.0
-1177.0,1416.0
-1119.0,1350.0
-941.0,1129.0
-681.0,812.0
-393.0,417.0
-455.0,522.0
-656.0,730.0
-772.0,860.0
-868.0,996.0
-551.0,615.0
-846.0,997.0
-935.0,1022.0
-855.0,955.0
-657.0,722.0
-544.0,597.0
-977.0,1164.0
-572.0,627.0
-494.0,532.0
-748.0,851.0
-520.0,590.0
-829.0,981.0
-503.0,544.0
-1015.0,1161.0
-826.0,948.0
-725.0,839.0
-879.0,1012.0
-483.0,522.0
-781.0,875.0
-463.0,503.0
-535.0,621.0
-953.0,1053.0
-792.0,880.0
-755.0,816.0
-1069.0,1266.0
-591.0,639.0
-1113.0,1286.0
-920.0,1032.0
-610.0,677.0
-545.0,595.0
-678.0,780.0
-831.0,959.0
-860.0,972.0
-1507.0,1703.0
-656.0,745.0
-941.0,1035.0
-802.0,874.0
-726.0,808.0
-552.0,599.0
-761.0,843.0
-1612.0,1808.0
-463.0,509.0
-882.0,981.0
-731.0,791.0
-1069.0,1233.0
-547.0,621.0
-740.0,849.0
-787.0,879.0
-614.0,662.0
-798.0,953.0
-786.0,852.0
-537.0,619.0
-715.0,784.0
-566.0,629.0
-566.0,640.0
-457.0,491.0
-773.0,879.0
-755.0,839.0
-760.0,858.0
-733.0,860.0
-651.0,736.0
-1628.0,1852.0
-522.0,564.0
-983.0,1158.0
-810.0,924.0
-772.0,893.0
-634.0,718.0
-618.0,700.0
-565.0,636.0
-439.0,480.0
-670.0,741.0
-514.0,563.0
-542.0,603.0
-746.0,825.0
-567.0,639.0
-1086.0,1304.0
-548.0,603.0
-675.0,732.0
-662.0,771.0
-684.0,777.0
-564.0,611.0
-515.0,551.0
-931.0,1060.0
-669.0,746.0
-590.0,666.0
-750.0,891.0
-507.0,562.0
-763.0,886.0
-652.0,728.0
-674.0,760.0
-795.0,920.0
-450.0,480.0
-632.0,717.0
-686.0,749.0
-545.0,600.0
-576.0,645.0
-996.0,1101.0
-1062.0,1199.0
-682.0,742.0
-524.0,604.0
-800.0,893.0
-728.0,831.0
-687.0,774.0
-1242.0,1378.0
-731.0,872.0
-559.0,617.0
-688.0,778.0
-708.0,801.0
-720.0,825.0
-642.0,740.0
-668.0,736.0
-573.0,631.0
-520.0,559.0
-902.0,1067.0
-831.0,947.0
-672.0,761.0
-563.0,611.0
-694.0,770.0
-523.0,567.0
-564.0,630.0
-793.0,927.0
-508.0,577.0
-646.0,739.0
-659.0,760.0
-1339.0,1571.0
-641.0,737.0
-486.0,521.0
-570.0,612.0
-998.0,1175.0
-536.0,561.0
-783.0,865.0
-802.0,856.0
-867.0,1003.0
-874.0,991.0
-592.0,642.0
-883.0,1027.0
-1108.0,1183.0
-1538.0,1941.0
-827.0,962.0
-555.0,616.0
-596.0,644.0
-959.0,1116.0
-813.0,925.0
-672.0,763.0
-682.0,761.0
-724.0,839.0
-1472.0,1744.0
-763.0,903.0
-617.0,687.0
-468.0,496.0
-931.0,1107.0
-991.0,1191.0
-875.0,1002.0
-476.0,534.0
-556.0,601.0
-737.0,797.0
-606.0,665.0
-430.0,477.0
-835.0,986.0
-716.0,854.0
-785.0,916.0
-696.0,809.0
-535.0,577.0
-548.0,601.0
-743.0,866.0
-727.0,850.0
-730.0,800.0
-624.0,688.0
-505.0,568.0
-1013.0,1231.0
-975.0,1136.0
-810.0,926.0
-638.0,694.0
-723.0,841.0
-825.0,904.0
-855.0,983.0
-829.0,947.0
-739.0,841.0
-520.0,550.0
-953.0,1088.0
-778.0,895.0
-635.0,700.0
-709.0,795.0
-997.0,1156.0
-912.0,1074.0
-728.0,805.0
-488.0,544.0
-1125.0,1260.0
-787.0,869.0
-456.0,505.0
-597.0,653.0
-543.0,589.0
-785.0,847.0
-586.0,662.0
-709.0,814.0
-686.0,798.0
-557.0,652.0
-739.0,793.0
-494.0,566.0
-918.0,988.0
-619.0,664.0
-468.0,502.0
-864.0,1019.0
-1214.0,1371.0
-689.0,739.0
-514.0,553.0
-886.0,1028.0
-888.0,1032.0
-1160.0,1356.0
-648.0,723.0
-1082.0,1193.0
-658.0,771.0
-1172.0,1391.0
-1329.0,1488.0
-811.0,924.0
-676.0,764.0
-572.0,637.0
-525.0,583.0
-825.0,932.0
-674.0,759.0
-819.0,920.0
-661.0,744.0
-844.0,970.0
-856.0,978.0
-511.0,565.0
-740.0,860.0
-1148.0,1378.0
-500.0,541.0
-869.0,960.0
-881.0,941.0
-743.0,836.0
-594.0,674.0
-775.0,913.0
-751.0,821.0
-854.0,1020.0
-847.0,986.0
-769.0,911.0
-761.0,871.0
-1055.0,1162.0
-592.0,672.0
-1239.0,1370.0
-623.0,703.0
-737.0,866.0
-741.0,840.0
-773.0,866.0
-745.0,844.0
-1049.0,1148.0
-1109.0,1301.0
-639.0,723.0
-1144.0,1332.0
-506.0,550.0
-604.0,675.0
-617.0,700.0
-586.0,661.0
-583.0,639.0
-672.0,743.0
-656.0,720.0
-570.0,646.0
-742.0,834.0
-606.0,687.0
-923.0,1054.0
-558.0,621.0
-713.0,836.0
-753.0,898.0
-628.0,688.0
-596.0,673.0
-455.0,496.0
-611.0,656.0
-594.0,670.0
-715.0,775.0
-603.0,668.0
-693.0,782.0
-682.0,767.0
-978.0,1138.0
-742.0,850.0
-548.0,625.0
-547.0,617.0
-871.0,938.0
-601.0,671.0
-895.0,1029.0
-708.0,810.0
-528.0,582.0
-990.0,1123.0
-671.0,765.0
-834.0,965.0
-505.0,558.0
-416.0,438.0
-589.0,670.0
-1132.0,1381.0
-741.0,836.0
-779.0,898.0
-823.0,951.0
-1052.0,1186.0
-699.0,812.0
-717.0,836.0
-698.0,766.0
-810.0,962.0
-794.0,925.0
-878.0,1015.0
-453.0,485.0
-550.0,607.0
-1084.0,1234.0
-747.0,833.0
-881.0,1028.0
-811.0,970.0
-990.0,1177.0
-355.0,372.0
-732.0,812.0
-783.0,883.0
-625.0,706.0
-684.0,764.0
-1033.0,1224.0
-731.0,788.0
-510.0,551.0
-1435.0,1681.0
-423.0,452.0
-519.0,580.0
-529.0,564.0
-861.0,1015.0
-606.0,654.0
-734.0,843.0
-803.0,896.0
-698.0,814.0
-701.0,793.0
-1231.0,1393.0
-582.0,638.0
-951.0,1063.0
-859.0,1000.0
-674.0,762.0
-588.0,656.0
-844.0,959.0
-501.0,540.0
-642.0,722.0
-574.0,624.0
-797.0,914.0
-565.0,626.0
-509.0,540.0
-926.0,1064.0
-805.0,934.0
-933.0,1069.0
-957.0,1137.0
-752.0,852.0
-774.0,903.0
-900.0,1025.0
-643.0,741.0
-771.0,884.0
-1193.0,1404.0
-933.0,1005.0
-939.0,1060.0
-531.0,568.0
-562.0,616.0
-502.0,568.0
-793.0,946.0
-633.0,681.0
-739.0,838.0
-695.0,793.0
-777.0,866.0
-1177.0,1364.0
-779.0,888.0
-641.0,719.0
-760.0,861.0
-694.0,782.0
-568.0,623.0
-939.0,1044.0
